portalName,section,area,region,state,communities
"Region 3",1,B,3,Ca,"CLAREMONT, POMONA, MONTCLAIR, UPLAND, LA VERNE, GLENDORA, SAN DIMAS, ONTARIO, RANCHO CUCMONGA, MT BALDY"
"Region 300",6,C,300,Il,"BROOKFIELD, COUNTRYSIDE, INDIAN HEAD PARK, LA GRANGE, LA GRANGE HIGHLANDS, LA GRANGE PARK, WESTERN SPRINGS"
"Region 304",10,W,304,Ca,"EL RIO, OXNARD, OXNARD NORTH, PORT HUENEME"
"Region 305",2,C,305,Ca,"ALAMO, ANTIOCH, BAY POINT, BENECIA, CLAYTON, CLYDE, CONCORD, DANVILLE, LAFAYETTE, ORINDA, PACHECO, PITTSBURG, PLEASANT HILL, WALNUT CREEK"
"Region 309",12,C,309,Ne,"BAYARD, CLIFF, SILVER CITY, TYRONE, LORDSBURG"
"Region 31",1,B,31,Ca,"CHINO, CHINO HILLS, DIAMOND BAR, PHILLIPS RANCH, POMONA, ROWLAND HEIGHTS, WALNUT"
"Region 310",12,D,310,Ar,"ANTHEM, EL MIRAGE, GLENDALE, PEORIA, PHOENIX, SURPRISE, YOUNGTOWN"
"Region 314",6,A,314,Il,"ALDEN, CAPRON, HARVARD, HEBRON, WONDERLAKE, WOODSTOCK, SHARON, POPLAR GROVE"
"Region 315",10,O,315,Ca,"COTTON CENTER, DUCOR, PLAINVIEW, PORTERVILLE, SPRINGVILLE, STRATHMORE, TERRA BELLA, WOODVILLE"
"Region 316",2,F,316,Ca,"MAMMOTH LAKES, MONO COUNTY"
"Region 318",2,F,318,Ne,"CARSON CITY, GARDNERVILLE, TOPAZ, WELLINGTON, MINDEN"
"Region 319",12,C,319,Te,"BOVINA, CANNON AFB, CLOVIS, ELIDA, FARWELL, FRIONA, FT. SUMNER, GRADY, MELROSE, MULESHOE, TEXICO, TUCUMCARI, PORTALES, DORA"
"Region 32",1,G,32,Ca,"MT. BALDY, UPLAND, SAN ANTONIO HEIGHTS"
"Region 322",13,C,322,Vi,"JEFFERSON COUNTY, BERKELEY COUNTY, CLARK COUNTY, FREDERICK COUNTY"
"Region 324",3,T,324,Ne,"ARDSLEY, DOBBS FERRY, GREENBERG, HARTSDALE, HASTINGS, SCARSDALE"
"Region 325",5,G,325,Te,"GREENBACK, LENOIR CITY, LOUDON, PHILADELPHIA, SWEETWATER, VONORE"
"Region 327",3,E,327,Ne,"MARCY, NEW YORK MILLS, WHITESBORO, YORKVILLE"
"Region 328",2,C,328,Ca,"BIRDS LANDING, ISLETON, RIO VISTA, WALNUT GROVE"
"Region 329",12,A,329,Ar,"NOGALES, NOGALES-MEXICO, RIO RICO"
"Region 33",10,V,33,Ca,"ENCINO, NORTHRIDGE, RESEDA, SHERMAN OAKS, TARZANA, VAN NUYS, WINNEKTA, WOODLAND HILLS, LAKE BALBOA, NORTH HILLS, GRANADA HILLS, WEST HILLS"
"Region 332",2,S,332,Or,"THE DALLES, DUFUR, MOSIER"
"Region 333",8,B,333,Mi,"MARTIN, OTSEGO, PLAINWELL"
"Region 335",5,I,335,Te,"BULLS GAP, DANDRIDGE, JEFFERSON CITY, JEFFERSON CO, MORRISTOWN, NEW MARKET, TALBOTT, GRAINGER CO, GREENVILLE"
"Region 337",5,B,337,Te,"CORRYTON, FOUNTAIN CITY, GIBBS, HALLS, KNOXVILLE NORTH, UNION CO."
"Region 34",1,D,34,Ca,"REDONDO BEACH, TORRANCE, HERMOSA BEACH"
"Region 341",11,V,341,Ca,"EL CAJON, LA MESA, LAKESIDE, SANTEE"
"Region 343",9,R,343,Ut,"FARR WEST, HARRISVILLE, HOOPER, PLAIN CITY, TAYLOR, WARREN, WEBER COUNTY WEST, WEST HAVEN, WEST WARREN, WEST WEBER"
"Region 344",3,E,344,Ne,"DEERFIELD, MARCY, SCHUYLER,NY, UTICA - NORTH"
"Region 345",14,I,345,Fl,"PALM BEACH WEST, WEST PALM BEACH"
"Region 346",8,D,346,Mi,"JACKSON, PARMA, SPRING ARBOR"
"Region 35",2,J,35,Ca,"CUPERTINO, SAN JOSE, SANTA CLARA, SARATOGA, SUNNYVALE, CAMPBELL"
"Region 350",12,A,350,Ar,"TUCSON, TUCSON NORTH CENTRAL"
"Region 351",9,R,351,Ut,"OGDEN CITY, SOUTH OGDEN, WASHINGTON HEIGHTS, UINTAH, NORTH OGDEN, SOUTH WEBER, ROY, RIVERDALE, CLEARFIELD, WILLARD, FRUIT HEIGHTS, PLAIN CITY"
"Region 354",9,B,354,Ut,"ALTA, BLUFFDALE, DRAPER, EAGLE MOUNTAIN, HERRIMAN, LEHI, MIDVALE, MURRAY, RIVERTON, SALT LAKE CITY, SANDY, SARATOGA SPRINGS, SOUTH JORDAN, WEST JORDAN, WEST VALLEY CITY"
"Region 358",7,E,358,Ha,"HAUULA, KAAAWA, KAHUKU, LAIE, PUNALUU"
"Region 359",10,A,359,Ca,"BAKERSFIELD, BAKERSFIELD NW, SHAFTER, OILDALE"
"Region 36",2,N,36,Ca,"BURLINGAME, BELMONT, FOSTER CITY, HILLSBOROUGH, SAN MATEO"
"Region 360",2,E,360,Ne,FALLON
"Region 362",6,D,362,Il,"DES PLAINES, GLENVIEW, GOLF, MORTON GROVE, NORTHBROOK, NORTHFIELD, WILMETTE"
"Region 363",10,E,363,Ca,MOORPARK
"Region 364",12,C,364,Ne,"LEMITAR, MAGDALENA, POLVADERA, SAN ACACIA, SAN ANTONIO, SOCORRO"
"Region 367",6,C,367,Il,"BOLINGBROOK, CREST HILL, JOLIET, LEMONT, LOCKPORT, PLAINFIELD, ROMEOVILLE"
"Region 368",12,E,368,Ne,"EL PASO, EL PASO CENTRAL, EL PASO NORTHEAST, EL PASO  EAST, EL PASO LOWER VALLEY, CHAPARRAL, FT BLISS, HORIZON CITY"
"Region 37",1,R,37,Ca,"CORONA, NORCO, EASTVALE"
"Region 370",2,E,370,Ne,"FERNLEY, SILVER SPRINGS, WADSWORTH"
"Region 372",6,A,372,Il,"HAWTHORN WOODS, IVANHOE, LIBERTYVILLE, LONG GROVE, MUNDELEIN, VERNON HILLS, WAUCONDA, LAKE ZURICH, FREMONT"
"Region 373",9,I,373,Id,RIGBY
"Region 374",3,E,374,Ne,"BARNEVELD, FLOYD, HINCKLEY, HOLLAND PATENT, PROSPECT, STITTVILLE"
"Region 376",12,A,376,Ar,"CLIFTON, DUNCAN, MORENCI"
"Region 377",3,G,377,Ne,"FRANKFORT, ILION, MOHAWK"
"Region 381",7,E,381,Ha,"AIEA, PEARL CITY"
"Region 382",10,A,382,Ca,"FRAZIER PARK, GORMAN, LEBEC, PINE MOUNTAIN CLUB, LANCASTER"
"Region 383",3,G,383,Ne,"FRANKFORT, HERKIMER, ILION, MOHAWK"
"Region 384",9,B,384,Ut,"DELTA, DESERT, HINCKLEY, LEAMINGTON, LYNNDYL, OAK CITY, OASIS"
"Region 385",5,I,385,Te,"SCOTT COUNTY"
"Region 39",10,W,39,Ca,VENTURA
"Region 390",5,G,390,Te,"CLINTON, OAK RIDGE, OLIVER SPRINGS"
"Region 393",10,D,393,Ca,"ACTON, LAKE LOS ANGELES, LANCASTER, LEONA VALLEY, LITTLEROCK, PALMDALE, QUARTZ HILL"
"Region 396",6,A,396,Il,"GRAYSLAKE, GURNEE, HAINESVILLE, LAKE VILLA, MCHENRY, THIRD LAKE, WILDWOOD"
"Region 397",1,S,397,Ar,"BULLHEAD CITY, FORT MOHAVE, LAUGHLIN, NEEDLES"
"Region 399",6,F,399,Il,ELMHURST
"Region 4",10,E,4,Ca,"AGOURA, AGOURA HILLS, CALABASAS, LAKE SHERWOOD, NORTH RANCH, OAK PARK, WESTLAKE VILLAGE"
"Region 40",1,C,40,Ca,"ROSEMEAD, SAN GABRIEL"
"Region 400",10,O,400,Ca,FRESNO
"Region 403",7,A,403,Ha,"HONOKAA, KOHALA, WAIKOLOA, KAMUELAWAIMEA"
"Region 404",12,A,404,Ar,"BISBEE, NACO"
"Region 405",3,E,405,Ne,"LEE (ONEIDA COUNTY), ROME"
"Region 407",3,G,407,Ne,HERKIMER
"Region 41",11,L,41,Ca,"LAGUNA NIGUEL, ALISO VIEJO, DANA POINT, MONARCH BEACH"
"Region 412",6,N,412,Ne,"BRADY, HERSHEY, MAXWELL, MAYWOOD, NORTH PLATTE, STAPLETON, WELLFLEET"
"Region 414",5,F,414,Al,CULLMAN
"Region 415",13,D,415,Pe,"CONFLUENCE, MARKLETON, ROCKWOOD, SOMERSET"
"Region 416",13,D,416,Pe,"BERLIN, BROTHERS VALLEY TWP"
"Region 417",8,G,417,Mi,"FENTON, GAINES, GRAND BLANC, HOLLY, LAKE FENTON, LINDEN, SWARTZ CREEK"
"Region 418",6,D,418,Il,"BUCKTOWN, CHICAGO LAKEFRONT, DEARBORN PARK, GOLD COAST, LAKEVIEW, LINCOLN PARK, LOGAN SQUARE, RAVENSWOOD, RIVER EAST, RIVER NORTH, ROSCOE VILLAGE, STREETERVILLE"
"Region 419",6,E,419,Il,"BELLEVUE, DUBUQUE, EAST DUBUQUE, EPWORTH, FARLEY, HAZEL GREEN, PEOSTA, SHERRILL, GALENA"
"Region 42",10,E,42,Ca,"NEWBURY PARK, OAK PARK, THOUSAND OAKS, WESTLAKE VILLAGE"
"Region 420",6,N,420,Ne,NORFOLK
"Region 422",9,R,422,Ut,"OGDEN VALLEY"
"Region 423",6,F,423,Il,"CHICAGO (BEVERLY), CHICAGO (HYDE PARK), EVERGREEN PARK, MERRIONETTE PARK, OAK LAWN"
"Region 424",13,K,424,Pe,"LEWISBURG, WEST MILTON, WINFIELD"
"Region 425",6,D,425,Il,"GLENCOE, KENILWORTH, WINNETKA, NORTHFIELD, WILMETTE"
"Region 427",12,B,427,Ar,"JOSEPH CITY, LEUPP, WINSLOW"
"Region 428",6,A,428,Il,"FOX LAKE, GRAYSLAKE, INGLESIDE, LAKE VILLA, ROUND LAKE, ROUND LAKE BCH, ROUND LAKE HGTS, ROUND LAKE PK, VOLO, HAINESVILLE, LAKEMOOR, MCHENRY, LINDENHURST, THIRD LAKE, GURNEE"
"Region 429",3,G,429,Ne,"COLD BROOK, POLAND, TOWN OF RUSSIA"
"Region 43",2,A,43,Ca,"LOS ALTOS (NORTH), LOS ALTOS HILLS, LOS ALTOS SCH DIST, MT VIEW (IN LASD), PALO ALTO IN LASD"
"Region 430",13,D,430,Pe,"NORTH STAR"
"Region 432",3,G,432,Ne,CARTHAGE
"Region 434",9,I,434,Id,BLACKFOOT
"Region 436",2,D,436,Ca,"ESPARTO, WINTERS"
"Region 44",2,A,44,Ca,SUNNYVALE
"Region 440",5,B,440,Te,"CATON'S CHAPEL, GATLINBURG, KODAK, NEW CENTER, NORTHVIEW, PIGEON FORGE, PITTMAN CENTER, SEVIERVILLE, WSCC"
"Region 441",2,E,441,Ca,"BECKWOURTH, BLAIRSDEN, CALPINE, CHILCOOT, CLIO, CROMBERG, DOWNIEVILLE, GOODYEARS BAR, GRAEAGLE, JOHNSVILLE, LOYALTON, PORTOLA, SIERRA CITY, SIERRAVILLE, VINTON"
"Region 443",1,H,443,Ca,"BERMUDA DUNES, COACHELLA, INDIO, LA QUINTA, PALM DESERT"
"Region 445",13,B,445,Pe,"CASTANEA, FARRANDSVILLE, LOCK HAVEN, MC ELHATTEN, WOOLRICH"
"Region 446",12,B,446,Ar,"HOLBROOK, WOODRUFF, JOSEPH CITY"
"Region 448",8,C,448,Mi,"CASCO, COLUMBUS, LENOX, RICHMOND, RICHMOND TOWNSHIP, NEW HAVEN, ARMADA"
"Region 449",2,E,449,Ne,HAWTHORNE
"Region 45",2,A,45,Ca,"LOS ALTOS SOUTH, MOUNTAIN VIEW"
"Region 450",14,A,450,Fl,"BIRD ROAD, HAMMOCKS, HORSE COUNTRY, KENDALL-W, LKS OF KENDALE, LKS OF THE MEADOW, MILLER POND, OLYMPIA VILLAGE, ROYALE GREEN, WESTWOOD, WINSTON PARK, WESTCHESTER, KENDALL"
"Region 451",6,E,451,Io,"HONEY CREEK, LOGAN, MISSOURI VALLEY"
"Region 452",13,A,452,Pe,"ALTOONA, BELLWOOD, LOGAN TOWNSHIP"
"Region 455",3,T,455,Ne,"BUCHANAN, CORTLANDT MANOR, CROTON-ON-HUDSON, GARRISON, MONTROSE, VERPLANK"
"Region 457",6,N,457,Ne,SCHUYLER
"Region 458",6,C,458,Il,LEMONT
"Region 459",8,C,459,Mi,"MACOMB, SHELBY TOWNSHIP, UTICA, STERLING HEIGHTS, CLINTON TTOWNSHIP, WASHINGTON TOWNSHIP, RAY TOWNSHIP, ROMEO, CHESTERFIELD"
"Region 46",10,S,46,Ca,"SANTA CLARITA, SAUGUS, VALENCIA"
"Region 462",1,R,462,Ca,"PEDLEY, RUBIDOUX, JURUPA, SOUTH FONTANA, RIVERSIDE, MIRA LOMA, COLTON"
"Region 469",3,G,469,Ne,"BOONVILLE, FORESTPORT, WEST LEYDEN"
"Region 47",1,R,47,Ca,"RIVERSIDE &AMP; SURROUND, ORANGECREST, WOODCREST"
"Region 470",12,B,470,Ar,"CLAY SPRINGS, LINDEN, PINEDALE, SHOW LOW, HEBER, VERNON, OVERGAARD, SNOWFLAKE, WHITE MOUNTAIN LAKE"
"Region 471",3,E,471,Ne,"BROOKFIELD, EARLVILLE, HAMILTON, HUBBARDSVILLE, LEBANON, MADISON, POOLVILLE, RANDALLSVILLE, SHERBURNE"
"Region 473",3,A,473,Ne,"BROOKLYN, BROOKLYN-CENTRAL"
"Region 475",13,H,475,Pe,MILLVILLE
"Region 476",8,G,476,Mi,CLIO
"Region 479",10,A,479,Ca,"HART FLAT, KEENE, MOJAVE, TEHACHAPI"
"Region 48",7,O,48,Ha,"DIAMOND HEAD, KAIMUKI, AINA HAINA, NIU VALLEY, EAST HONOLULU, KAHALA, HAWAII KAI"
"Region 482",13,C,482,Ma,"WASHINGTON COUNTY, JEFFERSON COUNTY"
"Region 483",9,B,483,Ut,"DINOSAUR, JENSEN, LA POINT, MAESER, NAPLES, VERNAL, RANGLEY, MANILA, DUTCH JOHN"
"Region 488",2,E,488,Ne,LOVELOCK
"Region 49",6,U,49,Ka,"ANDOVER, AUGUSTA, BEL AIRE, BENTON, DERBY, ELDORADO, PARK CITY, ROSE HILL, TOWANDA, WICHITA EAST"
"Region 491",6,U,491,Ka,CLEARWATER
"Region 492",3,E,492,Ne,"WATERVILLE AREA"
"Region 493",10,O,493,Ca,"COALINGA, HURON, AVENAL, HANFORD"
"Region 498",5,C,498,Al,"MADISON, HUNTSVILLE, TRIANA, HARVEST, TONEY"
"Region 5",11,K,5,Ca,"FOUNTAIN VALLEY, GARDEN GROVE, HUNTINGTON BEACH, SANTA ANA, WESTMINSTER NORTHEST"
"Region 50",1,N,50,Ca,"HIGHLAND, LOMA LINDA, MENTONE, REDLANDS, YUCAIPA"
"Region 500",8,D,500,Mi,"JACKSON, JACKSON-NORTHWEST, PLEASANT LAKE, RIVES JUNCTION, LESLIE"
"Region 5001",99,C,5001,Fl,"MIAMI, WESTON, MIRAMAR, GREENACRES, HIALEAH"
"Region 5010",99,C,5010,Ar,"GILBERT, TEMPE, CHANDLER, MESA, MARICOPA"
"Region 503",12,D,503,Ar,"CHANDLER, GILBERT, MESA, TEMPE, SCOTTSDALE, SAN TAN VALLEY, SOUTH PHOENIX, GUADALUPE"
"Region 504",13,H,504,Pe,"ALMEDIA, BLOOMSBURG, BUCKHORN, CATAWISSA, ESPY, LIGHTSTREET, LIME RIDGE, MAINVILLE, MIFFLINVILLE, ORANGEVILLE"
"Region 506",13,K,506,Pe,"BEAVER SPRINGS, BEAVERTOWN, MCCLURE, TROXELVILLE"
"Region 507",1,S,507,Ar,"CHEMEHUEVI, FT MOHAVE, GOLDEN SHORES, MOHAVE VALLEY, NEEDLES, TOPOCK"
"Region 508",12,D,508,Ar,"AGUILA, CIRCLE CITY, CONGRESS, MORRISTOWN, PEEPLES VALLEY, SURPRISE, WICKENBURG, WITTMANN, YARNELL"
"Region 509",13,K,509,Pe,"ALLENWOOD, DEWART, MCEWENSVILLE, TURBOTVILLE, WARRIOR RUN, WASHINGTONVILLE, WATSONTOWN, WHITE DEER, EXCHANGE"
"Region 51",9,R,51,Ut,"BOUNTIFUL, CENTERVILLE, FARMINGTON, FRUIT HEIGHTS, KAYSVILLE, LAYTON"
"Region 510",13,H,510,Pe,"COAL TWP, ELSYBURG, GOWEN CITY, KULPMONT, MARION HEIGHTS, MT. CARMEL, PAXINOS, SHAMOKIN"
"Region 511",11,V,511,Ca,"EL CAJON, JAMUL, SPRING VALLEY"
"Region 5111",99,C,5111,Te,"EL PASO"
"Region 5118",99,C,5118,Ca,"CORONA, NORCO, EASTVALE, RIVERSIDE"
"Region 5119",99,C,5119,Ar,"BENSON, POMERENE, ST DAVID"
"Region 512",8,G,512,Mi,"FLINT (SOUTHWEST), FLINT TOWNSHIP (SOUT, GAINES, LENNON, SWARTZ CREEK"
"Region 514",1,P,514,Ca,"CENTRAL LOS ANGELES"
"Region 515",12,C,515,Ne,"EL CERRO, LAS MARAVILLAS, LOS CHAVEZ, RIO COMMUNITIES, CYPRUS GARDENS, TOME VISTA, LOS LUNAS, ALBUQUERQUE, BELEN, BOSQUE FARMS, ISLETA, PERALTA, MEADOW LAKE, TOME, PACITOS DEL CIELO, JARALES, VEGUITA"
"Region 516",13,Y,516,Pe,"ANTES FORT, AVIS, JERSEY SHORE, LINDEN, SALLADASBURG, WILLIAMSPORT"
"Region 517",11,K,517,Ca,"SANTA ANA, COSTA MESA, GARDEN GROVE, WESTMINSTER, TUSTIN, ORANGE, FOUNTAIN VALLEY"
"Region 518",2,E,518,Ne,YERINGTON
"Region 519",13,Y,519,Pe,LOYALSOCK
"Region 52",8,C,52,Mi,"EASTPOINTE, HARPER WOODS, ROSEVILLE, DETROIT"
"Region 522",13,K,522,Pe,"NORTHUMBERLAND, PAXINOS, SNYDERTOWN, SUNBURY"
"Region 525",2,S,525,Wa,"CARSON, NORTH BONNEVILLE, SKAMANIA, STEVENSON, CASCADE LOCKS"
"Region 526",11,Z,526,Ca,"BELL, CUDAHY, HUNTINGTON PARK, MAYWOOD"
"Region 527",7,A,527,Ha,"KONA NORTH, KONA SOUTH"
"Region 528",12,E,528,Te,"CENTER POINT, COMFORT, HARPER, HUNT, INGRAM, KERRVILLE"
"Region 53",2,S,53,Or,"COBURG, CRESWELL, ELMIRA, EUGENE, HARRISBURG, JUNCTION CITY, MONROE, VENETA, WEST SPRINGFIELD"
"Region 535",2,F,535,Ne,"KINGS BEACH, TAHOE CITY"
"Region 536",9,M,536,Mo,"AMSTERDAM/ CHURCH HI, BELGRADE, BOZEMAN, MANHATTAN, THREE FORKS"
"Region 538",10,D,538,Ca,"BALDY MESA, EL MIRAGE, OAK HILLS, PHELAN, PINON HILLS, WRIGHTWOOD"
"Region 54",11,E,54,Ca,"ARTESIA, BUENA PARK, CERRITOS, E. LAKEWOOD, HAWAIIAN GARDENS, LA PALMA, NORWALK"
"Region 543",12,D,543,Ar,"BYLAS, GLOBE, KEARNY, MIAMI, SAN CARLOS"
"Region 544",1,R,544,Ca,"HOMELAND, MEAD VALLEY, MORENO VALLEY, NUEVO, PERRIS, ROMOLAND"
"Region 546",2,E,546,Ne,"GOLCONDA, GRASS VALLEY, OROVADA, PARADISE VALLEY, WINNEMUCCA"
"Region 55",11,K,55,Ca,"FOUNTAIN VALLEY, HUNTINGTON BEACH-CEN, WESTMINSTER"
"Region 550",9,I,550,Id,CHALLIS
"Region 551",5,I,551,Te,"HARROGATE,TN, LA FOLLETTE,TN, MIDDLESBORO,KY, PINEVILLE,KY, TAZEWELL,TN, NEW TAZEWELL, ROSE HILL, SHARPS CHAPEL, CUMBERLAND GAP, SPEEDWELL, HARLAN, EWING"
"Region 552",5,D,552,Lo,"BAYOU VISTA, BERWICK, MORGAN CITY, PATTERSON, ST MARY PARISH, AMELIA"
"Region 556",2,E,556,Ne,"CARLIN, ELKO, SPRING CREEK, WELLS"
"Region 557",5,C,557,Te,"FAYETTEVILLE-TN, PARK CITY-TN, PETERSBURG, MOORE COUNTY, LINCOLN COUNTY"
"Region 56",11,K,56,Ca,"HUNTINGTON BEACH-SO"
"Region 567",13,D,567,Pe,"CONEMAUGH TWP, DAVIDSVILLE, JEROME, JOHNSTOWN, HOOVERSVILLE, BOSWELL, WINDBER"
"Region 568",6,D,568,Il,"CHICAGO-EDGEBROOK, CHICAGO-SAUGANASH, EVANSTON 60203, LINCOLNWOOD, MORTON GROVE, NILES, SKOKIE, WILMETTE"
"Region 569",6,E,569,Io,WOODBINE
"Region 57",11,Q,57,Ca,"BALBOA ISLAND, CORONA DEL MAR, NEWPORT BEACH - EAST, NEWPORT COAST, EASTBLUFF"
"Region 571",8,J,571,Mi,"ADA, CASCADE, EAST GRAND RAPIDS, FOREST HILLS, GRAND RAPIDS, LOWELL"
"Region 572",5,E,572,No,"HAYWOOD COUNTY"
"Region 574",8,E,574,Mi,"BENTON HARBOR, BERRIEN SPRGS, EAU CLAIRE, RIVERSIDE, SODUS, ST JOSEPH, STEVENSVILLE"
"Region 575",8,B,575,Mi,"ALLEGAN, FENNVILLE"
"Region 576",13,H,576,Pe,"BENTON SCHOOL DIST., STILLWATER, ORANGEVILLE, HUNTINGTON MILLS, MILLVILLE"
"Region 577",13,K,577,Pe,"KREAMER, MIDDLEBURG, MT. PLEASANT MILLS, PENNS CREEK, RICHFIELD, PAXTONVILLE"
"Region 578",13,Y,578,Pe,"DUBOISTOWN, NISBET, SOUTH WILLIAMSPORT"
"Region 58",10,V,58,Ca,"ENCINO, LOS ANGELES, NORTH HOLLYWOOD, SHERMAN OAKS, STUDIO CITY, TOLUCA LAKE, VAN NUYS"
"Region 581",11,S,581,Ca,"ENCANTO, NATIONAL CITY, PARADISE HILLS, SAN DIEGO, SKYLINE"
"Region 583",1,B,583,Ca,"CORONA, ONTARIO, SOUTH ONTARIO, CHINO, EASTVALE"
"Region 584",8,F,584,Mi,"BARTON CITY, BLACK RIVER, GLENNIE, GREENBUSH, HARRISVILLE, HUBBARD LK, LINCOLN, MIKADO, OSSINEKE, SPRUCE"
"Region 587",6,F,587,Il,"BERKELEY, HILLSIDE"
"Region 588",1,H,588,Ca,"DESERT HOT SPRINGS, MORONGO VALLEY"
"Region 59",11,E,59,Ca,"CYPRESS, FOUNTAIN VALLEY, GARDEN GROVE, HUNTINGTON BEACH, LOS ALAMITOS, SEAL BEACH, STANTON, WESTMINISTER"
"Region 595",3,L,595,Ne,"CATSKILL, GLASCO, KINGSTON, MALDEN, PALENVILLE, SAUGERTIES, WEST CAMP, MOUNT MARION"
"Region 599",10,Q,599,Ca,"SAN LUIS OBISPO"
"Region 6",1,F,6,Ca,"SAN PEDRO, RANCHO PALOS VERDES, WILMINGTON, LOMITA"
"Region 60",1,C,60,Ca,"EL SERENO, ALHAMBRA, MONTEREY PARK"
"Region 601",7,A,601,Ha,"CENTRAL MAUI, HANA, WAILUKU, KAHULUI"
"Region 602",1,U,602,Ca,"BALDWIN PARK, COVINA, GLENDORA, WEST COVINA"
"Region 603",11,Z,603,Ca,"CITY OF COMMERCE, PICO RIVERA, DOWNEY, MONTEBELLO, WHITTIER"
"Region 605",5,E,605,No,"CHARLOTTE, CONCORD, HARRISBURG, HUNTERSVILLE"
"Region 607",13,K,607,Pe,"HARTLETON, LAURELTON, MIFFLINBURG, MILLMONT, NEW BERLIN, VICKSBURG, LEWISBURG"
"Region 609",8,B,609,Mi,WAYLAND
"Region 610",8,D,610,Mi,"EAST JACKSON, GRASS LAKE, MICHIGAN CENTER, NAPOLEAN, VANDERCOOK LAKE, CHELSEA"
"Region 611",3,A,611,Ne,"MANHATTAN, MANHATTAN ISLAND, UPPER WEST SIDE"
"Region 612",5,G,612,Te,"MCMINN, MEIGS"
"Region 613",8,E,613,Mi,"BANGOR, BENTON HARBOR, COLOMA, DOWAGIAC, EAU CLAIRE, HARTFORD, LAWRENCE, PAW PAW LAKE, SOUTH HAVEN, WATERVLIET"
"Region 614",14,A,614,Fl,"CALUSA, CROSSINGS, HAMMOCKS, MIAMI, WEST KENDALL"
"Region 615",13,K,615,Pe,"FREEBURG, HUMMELS WHARF, MIDDLEBURG, MT. PLEASANT MILLS, PORT TREVERTON, SELINSGROVE, SHAMOKIN DAM, WINFIELD"
"Region 62",2,N,62,Ca,"FOSTER CITY, SAN MATEO"
"Region 622",5,C,622,Al,"CEDAR BLUFF, CENTRE, LEESBURG, SAND ROCK"
"Region 624",1,U,624,Ca,"WALNUT, LA PUENTE, HACIENDA HEIGHTS, WEST COVINA, DIAMOND BAR"
"Region 627",13,C,627,Ma,"BIG POOL, BIG SPRING, CEARFOSS, CHEWSVILLE, CLEAR SPRING, DOWNSVILLE, FAIRVIEW, FALLING WATERS, FUNKSTOWN, GREENCASTLE, HAGERSTOWN, HALFWAY, HUYETT, LEITERSBURG, MARLOWE, MAUGANSVILLE, PARAMOUNT, PEN MAR, PINESBURG, RINGGOLD, ROUZERVILLE, SMITHSBURG, STATE LINE, WAYNESBORO, WILLIAMSPORT"
"Region 629",6,N,629,Ne,"ATKINSON, CHAMBERS, EMMETT, EWING, INMAN, LYNCH, O'NEILL, STUART, CLEARWATER ORCHARD"
"Region 63",2,N,63,Ca,BURLINGAME
"Region 630",11,L,630,Ca,"COTO DE CAZA, DOVE CANYON, LADERA RANCH, LAS FLORES, MISSION VIEJO, RANCHO CIELO, RANCHO SANTA MARGRTA, ROBINSON RANCH, TRABUCO CANYON, TRABUCO HIGHLANDS, WAGON WHEEL, LAKE FOREST, FOOTHILL RANCH"
"Region 633",13,K,633,Pe,"MILTON, MILTON W, MONTANDON, MONTARDON, NEW COLUMBIA, POTTSGROVE, WHITE DEER"
"Region 638",10,D,638,Ca,"ANTELOPE ACRES, GREEN VALLEY, LAKE ELIZABETH, LAKE HUGHES, LEONA VALLEY, LANCASTER, PALMDALE, QUARTZ HILL"
"Region 64",2,J,64,Ca,"CAMPBELL, CUPERTINO, SAN JOSE W, SANTA CLARA, SARATOGA, SUNNYVALE"
"Region 641",1,N,641,Ca,"BANNING, BEAUMONT, CABAZON, CALIMESA, CHERRY VALLEY, YUCAIPA"
"Region 643",2,E,643,Ne,"BATTLE MOUNTAIN, CRESCENT VALLEY, VALMY, BEOWAWE"
"Region 644",14,I,644,Fl,"COOPER CITY, DAVIE, FT LAUDERDALE COUNTY, FT. LAUDERDALE, PEMBROKE, PINES, SOUTHWEST RANCHES, SUNRISE, WESTON"
"Region 646",3,G,646,Ne,"FAIRFIELD, MIDDLEVILLE, NEWPORT"
"Region 647",3,L,647,Pe,"BETHEL, CALLICOON, CALLICOON CENTER, COCHECTON, DAMASCUS, EQUINUNK, FREMONT CENTER, GALILEE, HANKINS, HORTONVILLE, HURLEYVILLE, JEFFERSONVILLE, KAUNEONGA LAKE, KENOZA LAKE, KIAMESHA LAKE, LAKE HUNTINGTON, LIVINGSTON MANOR, LONG EDDY, MILANVILLE, MOUNTAIN DALE, NORTH BRANCH, OBERNBURG, PARKSVILLE, ROSCOE, SMALLWOOD, STARLIGHT, SWAN LAKE, TYLER HILL, WHITE LAKE, WHITE SULPHUR SPRING, WOODRIDGE, YOUNGSVILLE"
"Region 649",5,F,649,Al,"BLOUNT COUNTY, ONEONTA COUNTY"
"Region 65",1,G,65,Ca,"ALTA LOMA, ETIWANDA, FONTANA, RANCHO CUCAMONGA, UPLAND"
"Region 652",11,Z,652,Ca,"SOUTH GATE"
"Region 654",12,E,654,Te,"BANDERA COUNTY, LAKEHILLS, MEDINA, PIPE CREEK, TARPLEY"
"Region 657",10,A,657,Ca,BAKERSFIELD
"Region 658",3,G,658,Ne,"MOHAWK, VAN HORNESVILLE, LITTLE FALLS"
"Region 659",13,A,659,Pe,"BEDFORD COUNTY"
